X16	X21	X19	X4	X3	X5	X15	X9	X12	X24	X6	X17	X13	X8	X1	X22	X11	X2	X18	X20	X7	X10	X25	X23	X14
-0.6844	-2.0457	-0.7827	0.9974	1.7875	-0.1052	-0.1897	-1.7767	-0.0515	1.9424	1.1622	1.5564	0.5019	-0.1192	1.4921	0.2491	1.6591	1.8040	1.1988	1.9260	-2.4816	-0.6202	-1.8892	-3.7152	-1.5222
0.9670	1.1917	2.6001	-0.7926	1.6588	1.0678	-0.2540	-0.9935	2.2524	-0.1690	-1.3901	0.5155	-0.4238	2.0422	1.6600	-1.6175	-0.6931	0.3950	0.1262	0.3713	0.6597	-1.3252	0.4539	-0.5658	1.6046
-3.4807	0.3486	-0.4801	0.8841	1.4421	0.8126	-1.0006	2.1152	-1.3539	-0.4633	-2.5626	-0.8529	0.3590	-0.7838	-0.4072	-0.5524	-1.6055	2.6769	5.3431	3.2624	0.7381	2.6939	0.2037	2.1280	-0.1327
0.8694	0.4098	1.5527	-0.9739	0.5647	-1.5712	2.1374	1.7300	0.8545	0.4944	1.2857	-1.0859	0.2593	-1.8842	-1.4558	0.6743	-0.4193	1.5060	2.5794	2.1365	2.8313	0.2327	0.7288	-1.8635	0.5835
-1.6816	0.9360	2.1265	1.2971	0.5622	-3.4953	-1.3897	1.7623	0.4597	-0.6662	-0.7845	1.7818	-0.9089	-1.2118	0.6295	-1.5879	-0.0714	-0.9530	1.1589	1.4333	-0.4074	-1.8685	1.3201	-1.5661	0.3505
-0.4626	-0.1717	-0.3895	-0.2132	-0.3141	0.9668	2.6125	0.9716	-0.3049	1.6628	2.9460	1.1133	1.6403	-0.1630	-0.5631	2.8864	0.8068	0.4164	2.1124	1.5407	0.2124	-0.1263	-2.0335	1.7460	2.3693
1.1295	-0.1835	1.1230	-0.3174	-0.8192	1.3434	-1.0404	-2.5738	-1.4022	1.0622	-0.2578	1.7587	-2.8109	-0.5671	0.8664	1.4922	-0.8989	2.5970	-0.7732	0.7303	-3.1377	1.2768	-2.4852	0.3805	0.3803
-0.1226	1.1927	0.4172	0.8617	-1.6367	-0.9096	0.8904	-1.7152	-1.8756	-0.1343	-1.3182	1.4177	0.2590	0.4473	-1.5819	-1.7292	1.9763	-0.1064	-2.0685	0.1252	-2.5315	0.1296	2.7178	-2.5841	-0.7804
-2.4670	-0.9739	3.0447	-0.6861	0.3455	-0.4040	-0.8018	-2.6311	0.0955	1.5464	4.7548	0.2626	0.6088	4.6547	0.5236	2.7494	-0.7734	-0.1620	1.0530	0.3707	-1.8486	-1.1765	0.1446	-0.1563	0.9699
-1.5987	-1.7585	-1.1319	-0.2785	-1.7136	-3.8608	-0.8428	-1.2966	0.0737	0.5792	2.7235	-0.3643	0.8471	2.7207	0.1256	4.7912	-0.4774	-1.8484	-0.0854	0.3299	-1.8324	-1.9482	-1.7348	2.8474	1.9333
1.7745	0.3862	-0.1798	1.1645	0.5737	-4.0063	1.7174	0.0948	-2.1017	0.7067	0.5626	-0.5628	1.2363	1.2609	-1.8731	0.6712	-1.1805	-1.9141	-0.4640	-0.3915	2.4653	0.8747	1.2232	4.1706	2.0521
1.0315	1.0538	2.6277	0.7302	0.5050	1.4963	-1.8046	1.6653	-0.8587	-1.5411	-4.0933	-0.0073	-2.5128	1.1938	-0.1534	-3.0381	2.0988	-0.9596	2.1579	0.4559	3.3603	-0.1581	1.8996	2.8824	0.2754
1.1727	-2.0706	-2.1237	0.0677	1.1560	-1.6128	-1.6336	-3.4114	0.4591	-1.2065	1.8157	0.1913	-1.0751	1.6353	2.7089	-1.0346	-2.0396	0.3135	-0.5527	-0.5501	-1.9793	-3.3008	-0.7728	-0.0282	-1.0158
-2.3212	-0.5039	0.7885	0.2717	-1.8965	-1.1690	-0.6192	-4.5697	-1.6460	0.5718	3.3027	0.5819	-0.0748	1.8485	-0.7645	-1.4403	-2.4513	-1.2076	-0.6847	1.4862	-3.6903	-0.2548	-0.3978	0.6583	-1.6747
0.2568	-2.1400	1.3768	-0.2383	-0.0993	-0.0919	-0.8682	0.0712	1.2268	-0.9655	1.4805	1.4939	-0.6240	-2.7471	-2.9323	0.9701	5.1167	0.0576	-0.4677	0.7923	-0.7003	3.6829	-0.8738	0.6517	-0.8339
0.6400	0.0302	0.5086	0.4738	2.0463	1.6304	-0.0362	0.3551	-0.7793	0.7949	0.8424	0.7366	0.5380	2.1572	0.1041	-1.0724	-3.4831	0.6033	-1.0673	0.2458	0.6443	1.6616	2.5001	-0.8481	-3.2615
0.0612	-3.6044	0.6977	0.2119	0.4187	1.2060	-1.4705	0.6527	-0.2143	0.7955	-1.5798	-3.0008	-1.2072	-1.3624	-1.1248	2.3693	-3.9148	-0.2388	1.1461	-0.3588	0.0959	1.4581	-2.1501	-2.1223	-0.7056
-1.5118	0.2182	1.3905	-2.1808	2.5711	3.8103	0.7388	-1.1658	1.9561	-0.0467	0.0014	1.0478	-0.3295	-1.3123	-1.5546	1.6540	0.2616	3.3640	0.2606	0.8387	-0.3272	-3.7921	-0.0995	3.9580	0.0214
0.4286	-0.4990	2.9218	-1.1745	-1.8909	-1.6827	-0.2792	-2.1326	0.7369	1.4183	3.3709	0.2801	-3.1236	1.1658	-0.4802	1.5265	0.1402	0.8679	-1.8333	2.1239	-0.1056	-0.5896	0.5019	-0.6260	-0.8149
-2.3424	-2.2772	-1.0450	-1.4069	-1.3084	1.7623	0.6609	-2.7649	0.0412	-1.4335	2.3691	0.6660	1.2380	1.5845	-0.0335	2.4601	0.0447	0.5360	0.0426	1.5887	-0.5342	-1.1293	-2.6908	-2.0575	-0.6064
-0.3824	-0.6068	1.1482	0.2008	0.2043	1.7897	-1.4735	-1.4245	-1.8558	-0.3886	0.7465	-2.4554	-1.3713	-0.4004	2.8255	-0.1770	-1.4373	0.9287	0.5651	1.7426	-1.0498	-1.0605	-0.5134	0.7536	0.9302
-1.7872	0.0774	-0.7338	0.2539	-1.4148	1.6670	1.8166	2.0946	-1.1025	-0.8741	-0.1966	0.0714	-0.6403	-4.8681	0.3064	1.5213	-1.4117	0.1198	-1.9141	-0.1032	3.5598	1.8939	-0.8137	0.0072	-2.0118
-1.6164	0.4163	0.0749	-0.9920	-2.6941	-2.6884	0.9746	1.2318	-1.6920	-2.0012	-1.4116	3.9609	0.4048	-0.2730	-0.8828	-3.9818	2.8296	1.0908	-2.2094	-2.8917	2.6626	-1.4206	2.5943	-3.3381	-0.1745
-2.7831	-2.0893	-0.3926	-3.9847	0.9377	0.1061	2.2442	-1.7252	1.0249	0.4403	1.2769	0.4119	1.5540	-0.7716	-0.5095	1.5912	0.0934	1.8472	0.1374	-1.4215	-1.4262	-0.6794	0.0389	2.0517	2.3129
-1.8841	1.3505	-0.3968	-1.6812	3.0729	3.6091	-1.2254	3.8735	0.6328	-0.9258	-1.6322	-0.3301	-2.4974	-2.6702	1.6291	-1.2862	-1.4360	3.1962	1.6708	1.7082	-0.2970	-1.0921	1.4293	-1.5469	1.0150
-1.5531	-1.3131	1.4725	-1.0648	-0.8965	1.8523	1.7564	-1.9709	-1.1704	-0.5045	2.3876	0.5794	1.1493	0.1981	0.0763	0.6150	-1.2512	-0.4310	-1.2183	-1.8130	2.5534	1.8955	-2.3394	-2.1039	0.4031
0.4316	0.4578	0.5145	0.3421	0.6845	0.2699	-1.9472	0.2138	0.5346	1.9173	-0.9128	-3.6826	-1.7200	1.8506	-0.9225	1.4520	-0.9944	-1.3522	0.3770	0.9254	0.4609	1.0126	-0.4449	-0.2838	-1.1028
-2.9670	1.1831	0.3395	-1.0706	-0.9332	0.9795	-2.1754	-0.1824	1.1769	0.2075	-0.4980	-0.6174	-1.4059	0.2737	1.9929	-3.2062	1.3203	1.4308	0.8229	-0.3610	2.2688	0.3224	1.6827	-0.7848	-0.9508
0.9864	-0.2120	1.3875	0.3442	0.4517	-0.1588	-0.9323	-0.8630	-0.2753	-0.2471	1.3313	-0.5529	0.6067	5.4197	-3.8927	0.2256	1.0358	0.8572	-2.1504	-0.2649	0.0910	0.8284	-1.4962	1.9755	-0.1470
-2.0173	-1.4850	3.2029	2.0168	-2.3892	-3.9607	0.4537	-1.5594	-1.3078	2.3453	-0.2486	-0.9562	0.9210	4.9946	-3.6272	2.6771	0.2939	-2.2387	1.9579	1.3670	-1.2952	0.0090	-0.8587	-2.1660	-1.1307
3.2429	0.6153	-0.1534	-1.1596	0.9729	-1.5436	0.7498	-0.1752	0.0659	1.1121	2.1042	0.9600	-0.9774	-0.4635	1.0417	-0.7239	0.9257	-1.4108	-1.0182	-0.2680	1.8419	-1.1671	2.2483	2.4844	2.3718
1.7462	0.7126	-2.0748	-0.2044	2.2903	1.1610	-3.7586	1.7818	1.2193	-2.3788	-4.1916	-3.4452	-0.1408	-5.1074	2.5417	-6.2347	3.2466	0.4124	-0.3027	1.0168	2.2462	1.7201	3.7692	2.2006	0.3589
-0.2005	0.5620	-1.3064	-1.3929	2.0051	0.9976	2.7683	3.1597	1.6814	0.0165	0.0043	-2.7635	2.1472	0.6257	0.4897	-2.9643	-1.4738	1.1019	-1.5970	1.1196	1.4993	0.5427	0.2411	2.6441	0.0199
-2.9643	1.4675	-2.5100	-1.7085	-0.1085	0.8584	1.6881	-1.4877	-0.2737	-0.2697	3.5168	-0.7829	-2.5442	-2.1648	-0.8293	2.6812	1.2982	1.6683	3.8081	-0.1213	0.1771	-2.9143	-3.3814	1.6478	0.8057
0.0382	0.6128	1.3683	-1.2639	-1.5671	1.7152	1.1521	0.2750	0.6191	-0.3672	-1.2083	-1.2082	-0.5227	-1.8026	-0.7810	1.5094	-4.5848	-1.5127	1.1844	2.0513	0.3350	-0.9713	-1.0304	1.3987	-0.9863
-3.6011	1.0790	-0.3661	-0.2196	-2.3272	-3.7358	-0.6735	0.1462	-1.7365	-1.9980	1.8846	-0.5341	0.0316	-1.7003	0.6495	0.1864	1.0223	-3.0281	3.2219	2.4489	-0.5035	2.1164	0.2337	2.0059	-1.7012
-2.9927	-0.6557	2.2964	-0.2306	-0.3155	2.3855	0.4878	-1.6397	-0.9465	-0.2589	-0.2744	-0.2279	0.5312	-2.2534	-0.0869	2.6949	-0.5489	1.4451	0.4321	2.0693	-1.7747	2.0119	-1.1826	2.4823	0.2868
-0.2594	1.3952	1.6317	-0.0940	1.3524	1.3528	-1.2463	0.6874	-1.7579	0.4691	0.2744	0.6078	0.5864	-2.3928	1.9258	-1.2511	-0.7412	2.9731	-0.0752	-0.1724	1.0176	-1.2672	-0.0713	1.8439	-1.3749
0.5148	0.2734	-1.7630	-0.9773	-0.7853	-0.7020	0.4264	-0.7879	0.7301	-0.6782	2.5614	0.3981	-1.0668	1.4629	-3.8300	1.8132	0.0047	0.4845	0.5444	0.9721	-0.4306	1.3555	0.3168	2.7161	0.3602
-3.2626	0.6073	-0.7736	0.1488	2.2692	0.5105	-0.0951	-0.4148	0.3630	-1.1820	-1.1925	0.2705	0.2345	3.5238	-0.6116	-0.6458	-1.5344	1.2918	3.1379	1.5157	0.0485	0.9261	-0.1074	-0.1694	1.5911
0.5985	0.0650	-3.0520	0.4134	0.2311	-0.8281	0.9131	-0.8044	0.0906	-1.0015	0.3692	-0.8373	0.8546	-0.5792	1.9671	-1.6580	-0.3777	-1.7974	-1.1476	0.0658	2.7999	0.7192	2.8210	-1.0620	-0.9835
-2.5162	-0.6594	-0.2687	-0.2180	1.2002	3.7213	1.1322	5.9998	-1.7172	-1.3326	-5.6919	0.3191	1.9344	-3.9175	-1.2308	-3.7441	2.8633	5.1979	0.6489	0.0947	3.4947	0.3288	-0.2219	1.9958	-0.9014
-1.8119	-0.2013	-2.0259	-2.0616	-2.5485	0.4518	-0.1284	0.0648	-0.2844	-1.3793	1.6018	-0.9819	-0.1891	-4.1871	-0.9355	-1.0382	-0.7418	0.0194	-0.6602	1.5911	0.7069	-2.3123	0.3111	-0.6670	0.9781
1.2753	-0.1997	3.0558	-0.2815	-0.2515	-0.1536	-1.3052	1.3879	-1.0554	0.8523	2.3189	-1.4698	0.2880	-1.5307	-0.3703	0.7316	-0.4251	-1.1248	0.5331	-0.0718	-1.5923	-0.5464	1.2072	-0.5524	-1.2294
-0.6370	-1.3593	0.0012	1.5234	2.1269	2.9443	1.0106	-1.5476	-0.6709	0.8320	0.5515	-2.1386	0.2200	-1.4669	0.8935	0.5613	0.7866	1.3082	-1.1936	1.1779	-0.2520	-4.1340	-0.6639	-1.3255	1.1691
-0.6503	-2.2422	1.6470	0.6134	-0.3845	2.6738	0.6610	-2.3755	0.8105	1.5757	2.3411	-0.3053	-1.3674	6.6863	-1.2437	3.0039	-0.3670	-0.4601	2.4089	0.4746	-0.6285	-1.2869	-2.7201	-3.5973	2.6119
0.2440	-0.6089	-2.9392	-1.8579	-2.2816	-2.2835	-2.2394	-0.4879	1.7677	-0.2638	1.3448	0.3841	-0.8738	-0.8520	-0.5609	1.3225	-1.9955	-0.8390	0.1677	0.4216	-0.5288	-0.8211	-3.0194	-2.1090	-1.1121
3.4325	0.8929	-2.4049	0.6107	0.1122	-2.4960	0.8746	1.3770	-0.4529	0.5350	1.4727	1.6737	-2.5741	0.0227	0.4197	-1.2646	1.8788	0.1773	-0.7388	-2.4398	0.3435	3.0963	0.3889	0.0079	0.8439
-2.4678	0.2780	1.4448	1.2735	-1.1412	0.4030	-0.5905	-1.8754	2.4777	-0.8396	0.3397	-0.5565	2.7315	1.2120	1.9899	0.4961	-0.1035	-1.7749	2.4666	1.3841	-2.3167	-0.0346	0.5402	-1.6781	2.4407
0.8645	0.2084	-2.0498	0.6485	-0.6823	1.5736	-0.7884	-2.3795	1.9498	-0.4634	1.2550	-2.0138	-1.2576	1.0281	-0.7796	2.8122	1.7785	0.2053	-1.0673	0.2116	-4.5337	-0.2962	-2.1379	0.3528	0.3358
0.0380	1.0136	-1.5144	-0.5697	1.4715	-1.7201	1.5838	1.9000	2.1305	-0.4682	-1.3395	-1.5068	-0.6729	-1.0352	0.9218	1.5046	2.2191	0.4934	1.7573	-0.2421	-0.2433	2.5731	1.1670	-1.9004	-1.2156
-1.7199	-0.2597	0.5826	0.7864	0.9457	0.2439	0.6574	0.9907	0.5169	0.9008	4.5825	-1.3869	0.6705	2.3154	-1.6144	0.8305	0.9806	-1.8423	1.0584	2.3797	0.7797	0.1319	-2.0347	1.7485	1.4220
-2.1050	-1.3218	-0.6950	-1.1583	-1.5008	-0.8278	-2.1209	0.2865	-0.9649	-0.0804	-3.8624	-0.6592	0.5677	-2.1523	-0.5987	-0.7186	0.8599	-2.2817	-0.0068	0.3981	-0.1633	-1.4391	2.3048	0.5291	0.1980
-2.7661	0.6341	3.1116	0.6123	-2.0097	-2.3808	-1.0275	2.2447	-0.5703	-0.8626	-0.7844	-0.0379	-1.7041	-2.0576	-2.3583	-1.4287	-2.3768	-1.2787	-2.1003	-1.6005	-0.4600	1.5016	-0.9085	-0.0456	-0.4123
1.3817	-1.2895	-0.9359	0.3822	0.2235	-2.1163	1.0968	1.0701	-0.5249	1.0032	0.4689	-1.4200	2.0026	-1.5712	1.2546	1.5939	-1.3959	-0.2378	-1.4074	-0.6582	0.6304	0.5397	-1.5327	-1.6983	-0.5427
2.2315	-3.0725	-0.3946	-0.4248	1.2706	3.7485	-0.0684	-1.3498	-1.0836	1.1954	2.5904	-2.7906	0.3149	4.0584	1.3699	3.9068	1.9133	3.1223	-3.0420	-2.8480	-0.3483	-0.8984	-1.0614	1.4412	2.4352
-2.6092	-2.5445	0.8397	-1.4254	-0.4350	-0.6892	0.5801	-0.6474	1.0544	-0.4355	3.0048	1.4921	1.3230	-1.4198	-1.8502	0.2514	2.4683	-1.1304	-2.0004	-0.5095	-0.6473	-2.1027	-1.6313	-1.5462	1.5032
1.5162	0.6539	-0.3013	-0.2483	-0.4543	-2.6250	2.1387	-1.7271	-2.7314	1.2760	2.4989	-0.1506	0.4772	4.7414	2.8104	0.6803	-0.7296	0.3880	-1.3179	-0.8705	-0.9962	-0.4278	0.6294	-1.4399	0.6435
0.6456	-1.4107	1.0317	-2.3268	1.3440	1.4613	1.8756	-0.4529	-1.4624	0.4628	1.0570	3.2302	0.5213	2.7194	4.6395	2.6519	-0.1641	-1.2151	1.5009	0.6273	-1.6193	-1.9982	-0.6734	-0.1756	2.2190
0.1638	1.0394	1.4834	-0.5039	-0.0341	-1.0435	-3.2021	-2.1260	-1.8574	1.8596	-0.2473	-0.3359	-0.3100	4.8026	-0.0233	-0.0854	-0.1459	-2.0291	1.4617	0.2033	-0.4021	-6.2361	-0.5719	0.9797	-0.9698
2.0988	1.1626	0.2670	0.6803	-0.3262	-3.2636	-1.9161	5.3905	-3.1764	-0.3013	-2.4125	-0.2470	-2.4506	-0.4898	-4.0116	-2.4465	0.3698	0.5042	0.0160	-0.5082	1.6765	1.2396	1.0706	-2.1318	0.1556
1.5532	0.4330	-0.7651	0.5604	-2.5705	0.3245	-0.7724	-0.5109	0.3321	-1.1083	-0.1402	3.3491	1.4382	-0.1384	-0.4901	0.9465	1.1449	-1.1585	-0.6604	-1.7125	1.5317	0.6556	1.8672	-0.0147	-0.7306
-2.6007	2.8799	-0.7100	-1.2927	2.1113	-0.8588	0.1625	2.7657	1.3894	-1.6799	-2.0089	1.7070	-0.5042	-4.0199	0.3935	-1.8868	-0.3652	0.4580	0.5815	3.1822	2.3498	4.3033	2.7253	-1.2219	0.9893
-0.6442	-0.7841	0.1657	-0.4093	0.9673	0.5242	1.4014	2.6923	1.3878	0.9402	-0.5011	0.0536	0.2978	-0.8459	0.3703	1.1508	-0.3570	2.2781	-0.1010	0.1845	1.7642	-0.1460	-0.0345	1.0821	0.1166
-0.0983	3.5026	-0.1508	0.0514	-1.3882	3.4524	1.7369	0.7863	0.5512	-1.7750	-1.1712	-0.0137	-0.9635	-1.4401	-0.5396	-2.3500	0.3453	1.2430	0.6500	2.1596	1.5675	-2.4251	0.2637	0.4811	-0.2480
1.8168	2.6996	-0.3247	-0.1247	-0.9029	1.4987	0.8994	2.1849	1.1263	0.8079	-4.3656	-1.1112	-0.4604	-2.0740	1.0913	-1.8616	-2.8776	-0.5564	-1.1630	-0.3062	1.5107	1.2108	-0.2288	-2.6782	-0.4053
1.8766	0.5061	1.5706	1.5111	-0.8628	-0.4395	-0.5719	0.6051	0.3497	1.3581	1.2597	-0.1267	1.5050	-1.2877	-2.0653	0.4462	-1.3501	-3.9649	-0.8085	0.4055	-3.5700	-1.5847	-0.5380	0.2605	0.3787
1.2491	-1.5861	0.8250	-0.3116	-1.6460	0.7669	0.5047	-2.0797	0.2583	-0.5691	0.2318	-0.1077	-0.8105	-0.6174	-2.1379	1.6096	-0.3797	1.5137	0.6418	0.3069	-3.6222	-0.9578	-0.1647	-0.3242	1.9443
1.1563	2.2430	2.0472	-1.9606	0.1193	1.5480	0.1475	-2.0486	2.8393	0.8427	-0.6768	-0.3017	0.3227	-1.7839	-0.1543	-3.8951	3.2876	0.8658	-1.5235	-1.2588	-2.2037	-0.6234	-0.4485	-0.1598	1.6592
-4.0848	-2.2191	-0.6603	-0.1995	-0.4339	-3.1552	0.5703	-4.2286	0.2252	-0.1787	0.3858	-0.9476	-1.3798	-0.9958	-1.6966	6.3993	1.0936	2.5576	0.9894	1.0808	-0.6348	-1.7596	0.6947	-3.0305	1.9091
-0.6914	0.3955	-2.0373	-0.7503	-0.1235	-1.5508	-0.0501	0.3037	0.7178	0.8460	-1.5823	1.7625	-0.9375	-2.3657	-3.2201	0.6713	-1.0030	-1.5133	-0.6170	1.8298	1.6769	0.6513	0.7625	1.4397	-1.0054
1.0403	-0.0451	0.7504	-1.1189	0.7746	3.4043	-0.2737	-1.2248	2.7877	1.4110	-1.6254	0.8221	-1.4885	0.0088	-0.1554	1.6412	0.8114	1.4955	-1.0915	0.5060	0.5500	1.4998	-0.8614	-2.1396	-1.9588
-0.5664	1.6570	1.6450	0.5723	2.3909	0.2795	-2.9863	0.1954	-0.7296	0.9098	-0.6633	-0.7616	-2.8166	0.1333	0.3644	-1.6294	-1.1169	-1.3143	2.0416	5.4525	1.0991	1.1133	1.8422	-0.0795	-0.6586
-2.1123	0.5831	1.3278	-1.1252	-2.1790	0.3407	-3.0503	0.4511	-2.5264	-0.8523	-1.1792	-0.2332	1.2784	-1.2042	0.9619	-1.3314	0.0136	-2.3320	1.2990	1.2784	3.7832	-2.9958	-0.3404	1.8322	-1.9161
0.6582	2.8315	-1.6283	-0.3641	0.5393	-2.0110	-0.8728	-0.9493	0.2665	-0.4095	0.9405	0.0772	-1.3730	1.3104	-1.9119	-1.7981	-2.2345	-0.7324	-1.9901	-1.4078	-1.3902	0.2946	1.9009	-0.1258	-2.3920
-0.0499	-0.6839	-2.0710	-0.3319	2.8762	0.6512	2.0514	0.9334	1.3940	0.1954	2.5411	0.4955	-1.9958	0.9223	1.9955	-0.7135	1.0568	1.4700	0.9861	-0.7346	0.4435	0.9507	0.3306	2.0882	0.6862
2.5265	1.9298	1.2102	-0.0601	1.2615	4.6092	0.2779	0.6948	-0.2253	-0.8510	-3.1379	-1.0838	0.6119	3.2993	-0.2644	-0.7165	-3.1121	3.6258	-0.1969	0.2343	-1.1028	0.7319	0.9027	1.2060	-0.2644
-0.5978	-1.7070	-0.0659	1.2425	-1.8620	2.7241	-0.0902	-2.9515	-0.3300	1.2153	4.0454	-1.4759	-0.1748	1.5257	-0.1438	0.7432	0.7315	0.9495	0.1827	2.4347	-3.5469	0.7767	0.7838	0.1964	1.1502
0.6577	-0.0517	-0.2410	1.0401	-0.2204	1.1339	0.5972	-0.0603	-3.5747	-1.0289	-0.2211	1.1257	0.4934	-0.1157	0.1792	-0.2254	-1.0263	1.9815	-0.3114	-0.0897	1.6352	0.2534	2.6239	1.6615	-1.2641
2.8049	-0.8635	-2.4211	-0.5267	-0.5664	-2.3699	0.1794	-2.4584	1.0010	1.2723	6.0585	0.4018	-1.7373	1.4393	1.2946	3.2213	-1.8153	-3.2855	-0.7668	-2.1452	-1.2284	-0.5942	-1.2092	-1.3990	-0.6776
-1.1896	0.9794	3.2889	-0.3309	3.0784	-0.2592	2.5780	1.5719	0.0041	-0.1029	2.2481	-0.7241	1.2887	0.9982	0.3913	0.0082	1.4492	1.6550	3.4461	0.9974	3.3767	-0.3389	0.3234	0.7809	3.6118
0.9964	-1.6739	-0.9740	-1.8199	0.7208	0.9899	0.5385	2.5082	2.6616	2.0180	-0.3314	-2.3143	-1.2527	4.5479	-0.1117	3.7787	-1.3837	-0.2596	-3.7780	-0.9025	-1.1574	2.6962	-2.1177	0.7998	2.2317
-1.9276	0.7438	0.1431	0.4114	0.8813	3.6136	0.4638	2.3398	1.2182	-2.3372	-1.7603	-1.6030	-0.1038	0.1900	-1.1895	-3.5275	2.4922	0.4241	-0.3386	0.7811	2.6167	-0.7666	-0.6736	-1.5263	-0.7318
3.0204	0.4859	-1.1396	0.4807	0.9914	4.0362	0.6088	-0.2546	-0.3155	-0.5906	-0.2808	1.5619	0.9441	-0.3715	2.5453	-0.2652	-0.1034	-0.5112	-0.0521	-1.3741	-1.9250	-2.2355	-0.4545	-0.9318	-1.2402
0.1687	2.1915	-0.0804	-1.1590	-1.8887	-0.4290	-1.3151	0.6757	2.3042	0.6105	-1.7293	1.4929	-0.9873	1.4568	0.1048	4.1112	1.9736	2.0858	2.6384	-0.6806	-1.0653	-1.8364	-0.7932	-1.5024	-1.9345
-2.2165	0.7367	2.2684	-0.7952	1.4675	2.1094	-2.7603	1.5873	0.9602	0.6799	-0.6404	1.0194	0.0957	-2.8077	1.4177	-1.6282	-2.5672	-0.6565	-0.9105	0.4912	-0.0215	0.3020	-4.0139	-0.1789	-1.5970
-0.3127	-2.9586	0.0375	0.5662	0.8321	-1.1106	-0.6648	2.1901	-2.9982	1.8268	-0.3757	-1.2440	-0.2725	-0.2160	0.7156	0.0576	-1.3912	-0.5487	0.8194	-0.1834	1.7034	1.8401	1.1331	-1.3310	-1.8838
-1.5830	-2.8164	0.0588	-0.4641	-2.7384	-3.3058	3.3231	-1.7303	-2.1975	-0.8946	-0.5317	-1.8384	-0.6722	1.3892	-0.6316	0.9291	-0.6616	-2.4049	1.3868	-1.0610	-1.5103	-0.8282	-1.4949	1.5599	-0.6708
-0.7642	-2.0187	0.8971	1.5556	1.5112	-4.6615	0.0994	0.7385	-1.3635	-0.5220	1.3165	0.0931	-0.8455	3.9948	-0.6646	-0.1708	-1.1816	-1.0483	3.3704	1.0443	0.0748	-0.8340	-0.8198	-0.1662	-2.4771
0.1104	-0.1585	1.7811	0.4957	-1.2828	-2.2679	-2.1316	0.1215	0.1394	-0.3937	-0.5323	1.7749	-0.7870	-1.5656	0.6926	-2.3672	0.1013	-1.0536	-0.7781	0.0352	2.8690	3.3328	-2.1638	-0.1221	0.8143
-0.8940	2.0261	-1.0432	0.7711	-1.1029	-3.8425	-0.4255	-2.5471	2.0264	-0.3297	2.6551	2.0650	1.1653	0.4740	-1.4507	0.0935	-1.0507	-2.2645	0.6520	-2.0938	-1.3196	-2.6668	2.6316	0.9959	-0.2076
1.7150	1.1732	1.2964	0.8940	0.9630	2.2351	-0.8952	-1.2800	-0.3636	-3.9599	-0.0609	1.8024	-0.7832	0.7920	0.2696	-4.7122	0.5266	-0.2821	-1.4250	-0.6403	-1.8769	-0.3538	2.8434	2.1494	0.4371
2.9973	2.4936	-0.6383	-1.4108	-1.9860	0.1125	-0.5669	-1.4651	0.3621	-1.3675	3.2701	2.7305	-0.9116	1.5228	-1.0966	-0.2545	-1.9375	1.5432	-0.0006	-2.0849	-3.0723	-0.1362	1.6534	0.5638	-3.8912
2.2426	-0.2190	-1.0338	0.5807	-1.6000	1.4324	0.9139	-0.0134	0.0845	0.0930	0.9876	-0.2386	-0.3462	-1.9175	3.2115	-1.4771	0.4179	-0.3937	-1.4684	-2.8250	1.4028	3.4416	-2.4272	-0.8677	1.5404
-1.5287	0.1532	-0.7724	-0.1456	1.8130	-0.3467	1.1262	1.2666	1.1975	-1.6146	-2.3919	0.0053	0.3294	-3.3793	3.2274	-1.6121	1.4043	-2.4427	-1.3913	-1.1209	2.1236	-0.1860	0.7195	0.6632	-0.0322
-2.1355	-2.4523	1.2388	0.8844	1.5861	1.3514	0.4767	-1.6621	-1.0696	0.8185	1.3898	-0.7778	-2.1403	2.9885	0.4389	1.8774	-2.5931	-2.6397	-0.9812	0.2691	-4.8330	-0.8686	-1.8883	-0.8303	-1.9796
-0.1931	-0.4181	-1.9656	0.2444	3.4328	4.8367	-2.2313	1.6679	-1.1372	1.3236	0.8358	-0.1736	0.0496	1.5951	2.0084	0.2902	0.5506	1.7143	-3.6011	-1.7522	1.6806	-3.7876	1.0323	2.7455	-1.5347
-2.2869	-0.5736	2.7235	-0.4424	0.4793	1.2431	-0.6765	-0.3407	2.1298	1.1628	-0.0033	1.3072	-0.5332	0.8709	0.4171	3.0680	-0.4035	-0.1127	-0.2221	1.6082	0.5109	-0.3641	-2.1690	-1.2007	-2.3577
-1.1457	-1.5125	3.2263	0.1957	-0.5553	-1.0951	-1.2149	0.9194	0.0999	-2.7017	-1.0720	0.5301	-0.2002	0.7769	0.1279	1.6865	-1.7835	1.3938	1.6139	2.2448	0.3421	0.4499	-0.4871	-1.1150	0.4340
0.5833	0.8979	-0.4768	0.0786	3.7369	0.3387	-0.3390	3.0758	-2.3936	1.9845	0.4233	0.1460	-2.7315	-2.2097	1.0132	-3.0054	1.4888	1.9239	-2.0368	1.5189	0.9185	3.6854	1.7716	1.4613	-0.8435
-1.9105	-1.9951	-0.2941	1.9123	-0.9852	0.3146	-0.9266	0.8460	-2.0511	1.0219	-2.6945	0.9475	-0.0052	1.7289	-1.2730	1.7663	0.8775	1.2457	1.0572	0.2016	-1.3780	-1.1906	0.8675	-1.8397	0.5939
